Stn Id,Stn Name,CIMIS Region,Date,Jul,Sol Rad (W/sq.m),qc,Net Rad (W/sq.m),qc,Max Air Temp (C),qc,Min Air Temp (C),qc,Avg Air Temp (C),qc,Max Soil Temp (C),qc,Min Soil Temp (C),qc,Avg Soil Temp (C),qc
140,Twitchell Island,San Francisco Bay,1/20/2013,020,137, ,37, ,17.8, ,-1.6, ,6.1, ,7.2, ,6.2, ,6.7,
140,Twitchell Island,San Francisco Bay,1/21/2013,021,135, ,38, ,14.8, ,-2.1, ,5.9, ,7.3, ,6.3, ,6.8,
140,Twitchell Island,San Francisco Bay,1/22/2013,022,121, ,39, ,15.6, ,-1.5, ,6.7, ,7.5, ,6.4, ,6.9,
140,Twitchell Island,San Francisco Bay,1/23/2013,023,24, ,-11, ,9.8, ,4.5, ,7.6, ,7.9, ,7.3, ,7.5,
140,Twitchell Island,San Francisco Bay,1/24/2013,024,32, ,-5, ,11.5, ,7.7, ,9.5, ,8.7, ,7.9, ,8.2,
140,Twitchell Island,San Francisco Bay,1/25/2013,025,95, ,25, ,18.6, ,8.2, ,11.7, ,9.9, ,8.7, ,9.1,
140,Twitchell Island,San Francisco Bay,1/26/2013,026,141, ,44, ,15.2, ,6.4, ,10.6, ,9.9, ,9.4, ,9.7,
140,Twitchell Island,San Francisco Bay,1/27/2013,027,148, ,42, ,13.5, ,2.3, ,7.6, ,9.7, ,8.9, ,9.2,
140,Twitchell Island,San Francisco Bay,1/28/2013,028,144, ,44, ,15.0, ,3.8, ,8.2, ,9.2, ,8.4, ,8.8,
140,Twitchell Island,San Francisco Bay,1/29/2013,029,118, ,42, ,15.0, ,4.6, ,9.0, ,9.2, ,8.5, ,8.9,
140,Twitchell Island,San Francisco Bay,1/30/2013,030,151, ,47, ,16.6, ,0.7, ,8.2, ,9.3, ,8.4, ,8.8,
140,Twitchell Island,San Francisco Bay,1/31/2013,031,148, ,50, ,17.4, ,1.0, ,8.4, ,9.4, ,8.4, ,8.9,
140,Twitchell Island,San Francisco Bay,2/1/2013,032,151, ,46, ,18.3, ,1.0, ,9.2, ,9.4, ,8.5, ,9.0,
140,Twitchell Island,San Francisco Bay,2/2/2013,033,85, ,21, ,17.1, ,3.6, ,9.2, ,9.5, ,8.7, ,9.1,
140,Twitchell Island,San Francisco Bay,2/3/2013,034,155, ,49, ,17.0, ,6.2, ,10.3, ,9.9, ,9.0, ,9.4,
140,Twitchell Island,San Francisco Bay,2/4/2013,035,137, ,51, ,17.4, ,1.3, ,8.9, ,10.1, ,9.0, ,9.6,
140,Twitchell Island,San Francisco Bay,2/5/2013,036,130, ,33, ,14.3, ,6.5, ,9.7, ,10.0, ,9.5, ,9.7,
140,Twitchell Island,San Francisco Bay,2/6/2013,037,158, ,53, ,15.9, ,3.9, ,9.0, ,10.2, ,9.4, ,9.8,
140,Twitchell Island,San Francisco Bay,2/7/2013,038,118, ,34, ,13.7, ,1.6, ,7.3, ,10.1, ,9.2, ,9.6,
140,Twitchell Island,San Francisco Bay,2/8/2013,039,212,R,52,R,14.0, ,6.5, ,10.2, ,9.4, ,8.9, ,9.2,
140,Twitchell Island,San Francisco Bay,2/9/2013,040,178,R,45,R,14.3, ,2.2, ,8.0, ,9.3, ,8.6, ,9.0,
140,Twitchell Island,San Francisco Bay,2/10/2013,041,175, ,54, ,16.1, ,-1.7, ,6.7, ,9.0, ,7.9, ,8.5,
140,Twitchell Island,San Francisco Bay,2/11/2013,042,180,R,52,R,16.1, ,1.0, ,7.8, ,9.0, ,8.0, ,8.5,
140,Twitchell Island,San Francisco Bay,2/12/2013,043,174, ,60, ,16.8, ,-0.1, ,7.2, ,9.1, ,7.9, ,8.5,
140,Twitchell Island,San Francisco Bay,2/13/2013,044,176, ,60, ,17.9, ,-0.3, ,8.7, ,9.2, ,8.0, ,8.6,
140,Twitchell Island,San Francisco Bay,2/14/2013,045,181, ,60, ,19.7, ,-1.2, ,10.2, ,9.5, ,8.3, ,8.9,
140,Twitchell Island,San Francisco Bay,2/15/2013,046,179, ,62, ,20.9, ,1.4, ,10.6, ,9.9, ,8.7, ,9.2,
140,Twitchell Island,San Francisco Bay,2/16/2013,047,146, ,54, ,20.0, ,3.6, ,10.3, ,10.1, ,9.0, ,9.5,
140,Twitchell Island,San Francisco Bay,2/17/2013,048,188, ,64, ,19.1, ,3.5, ,11.0, ,10.0, ,9.2, ,9.6,
140,Twitchell Island,San Francisco Bay,2/18/2013,049,174, ,59, ,13.7, ,-0.8, ,8.3, ,9.8, ,8.9, ,9.4,
140,Twitchell Island,San Francisco Bay,2/19/2013,050,66, ,-2, ,10.3, ,2.9, ,6.6, ,9.6, ,9.1, ,9.3,
140,Twitchell Island,San Francisco Bay,2/20/2013,051,195,R,63,R,16.1, ,1.0, ,8.1, ,9.2, ,8.3, ,8.8,
140,Twitchell Island,San Francisco Bay,2/21/2013,052,199,R,67,R,16.5, ,2.0, ,8.3, ,9.3, ,8.5, ,8.9,
140,Twitchell Island,San Francisco Bay,2/22/2013,053,196, ,69, ,17.6, ,0.8, ,10.0, ,9.5, ,8.3, ,8.9,
140,Twitchell Island,San Francisco Bay,2/23/2013,054,200,R,64,R,15.4, ,7.4, ,10.9, ,9.7, ,9.2, ,9.5,
140,Twitchell Island,San Francisco Bay,2/24/2013,055,206,R,64,R,17.1, ,2.6, ,10.0, ,9.6, ,8.9, ,9.3,
140,Twitchell Island,San Francisco Bay,2/25/2013,056,208,R,76,R,17.3, ,-1.4, ,8.4, ,9.5, ,8.3, ,8.9,
140,Twitchell Island,San Francisco Bay,2/26/2013,057,216,R,66,R,20.1, ,3.1, ,11.3, ,9.5, ,8.6, ,9.0,
140,Twitchell Island,San Francisco Bay,2/27/2013,058,198, ,81, ,19.5, ,0.0, ,9.9, ,9.7, ,8.4, ,9.0,
140,Twitchell Island,San Francisco Bay,2/28/2013,059,204, ,82, ,21.4, ,4.7, ,13.1, ,10.5, ,9.0, ,9.6,
140,Twitchell Island,San Francisco Bay,3/1/2013,060,214,R,78,R,22.7, ,3.2, ,13.2, ,11.0, ,9.7, ,10.3,
140,Twitchell Island,San Francisco Bay,3/2/2013,061,143, ,57, ,21.2, ,5.8, ,13.6, ,11.3, ,10.0, ,10.6,
140,Twitchell Island,San Francisco Bay,3/3/2013,062,194, ,84, ,20.1, ,8.7, ,14.0, ,12.0, ,11.1, ,11.4,
140,Twitchell Island,San Francisco Bay,3/4/2013,063,213, ,87, ,17.1, ,5.0, ,10.6, ,11.9, ,11.0, ,11.5,
140,Twitchell Island,San Francisco Bay,3/5/2013,064,214, ,87, ,16.3, ,5.8, ,10.8, ,11.7, ,10.9, ,11.3,
140,Twitchell Island,San Francisco Bay,3/6/2013,065,141, ,53, ,14.5, ,4.6, ,10.7, ,11.6, ,11.1, ,11.4,
140,Twitchell Island,San Francisco Bay,3/7/2013,066,187, ,88, ,15.2, ,1.4, ,9.0, ,11.3, ,10.4, ,10.9,
140,Twitchell Island,San Francisco Bay,3/8/2013,067,210, ,68, ,17.7, ,4.2, ,10.7, ,11.3, ,10.5, ,11.0,
140,Twitchell Island,San Francisco Bay,3/9/2013,068,238,R,91,R,21.0, ,3.2, ,11.7, ,11.3, ,10.5, ,10.9,
140,Twitchell Island,San Francisco Bay,3/10/2013,069,227, ,94, ,19.8, ,0.6, ,10.3, ,11.3, ,10.0, ,10.7,
140,Twitchell Island,San Francisco Bay,3/11/2013,070,230, ,98, ,21.9, ,1.7, ,12.0, ,11.5, ,10.1, ,10.7,
140,Twitchell Island,San Francisco Bay,3/12/2013,071,248,R,100,R,23.6, ,9.6, ,17.8, ,12.0, ,10.4, ,11.4,
140,Twitchell Island,San Francisco Bay,3/13/2013,072,230, ,100, ,24.7, ,5.1, ,15.1, ,12.5, ,11.0, ,11.7,
140,Twitchell Island,San Francisco Bay,3/14/2013,073,187, ,86, ,23.4, ,7.3, ,15.1, ,12.8, ,11.6, ,12.2,
140,Twitchell Island,San Francisco Bay,3/15/2013,074,181, ,84, ,23.4, ,8.9, ,15.8, ,13.1, ,12.0, ,12.5,
140,Twitchell Island,San Francisco Bay,3/16/2013,075,237, ,103, ,23.4, ,9.8, ,15.6, ,13.4, ,12.4, ,12.9,
140,Twitchell Island,San Francisco Bay,3/17/2013,076,242, ,102, ,21.5, ,7.7, ,13.9, ,13.3, ,12.4, ,12.9,
140,Twitchell Island,San Francisco Bay,3/18/2013,077,196, ,89, ,20.7, ,5.1, ,13.9, ,13.2, ,12.3, ,12.8,
140,Twitchell Island,San Francisco Bay,3/19/2013,078,152, ,67, ,20.4, ,6.4, ,13.1, ,13.2, ,12.4, ,12.9,
140,Twitchell Island,San Francisco Bay,3/20/2013,079,110, ,37, ,18.1, ,9.4, ,13.1, ,13.4, ,12.7, ,13.0,
140,Twitchell Island,San Francisco Bay,3/21/2013,080,249, ,112, ,19.2, ,6.2, ,12.2, ,13.3, ,11.7, ,12.4,
140,Twitchell Island,San Francisco Bay,3/22/2013,081,252, ,103,Y,18.7, ,5.2, ,13.1, ,12.5, ,11.7, ,12.1,
140,Twitchell Island,San Francisco Bay,3/23/2013,082,245, ,104, ,21.0, ,6.0, ,12.9, ,12.3, ,11.4, ,11.8,
140,Twitchell Island,San Francisco Bay,3/24/2013,083,251, ,115, ,23.1, ,3.2, ,12.6, ,12.5, ,11.2, ,11.8,
140,Twitchell Island,San Francisco Bay,3/25/2013,084,210, ,105, ,18.0, ,3.9, ,11.7, ,12.5, ,11.6, ,12.1,
140,Twitchell Island,San Francisco Bay,3/26/2013,085,243, ,116, ,21.4, ,9.0, ,13.6, ,13.1, ,12.0, ,12.4,
140,Twitchell Island,San Francisco Bay,3/27/2013,086,244, ,120, ,19.6, ,9.3, ,13.6, ,13.4, ,12.5, ,12.9,
140,Twitchell Island,San Francisco Bay,3/28/2013,087,195, ,92, ,21.4, ,10.2, ,15.1, ,13.8, ,12.8, ,13.2,
140,Twitchell Island,San Francisco Bay,3/29/2013,088,236, ,119, ,24.3, ,9.8, ,16.6, ,14.2, ,13.0, ,13.5,
140,Twitchell Island,San Francisco Bay,3/30/2013,089,151, ,73, ,20.5, ,13.1,Y,15.8, ,14.5, ,13.9, ,14.2,
140,Twitchell Island,San Francisco Bay,3/31/2013,090,220, ,105, ,20.9, ,12.4, ,14.9, ,14.9, ,14.2, ,14.5,
140,Twitchell Island,San Francisco Bay,4/1/2013,091,202, ,98, ,20.0, ,10.8, ,14.6, ,15.0, ,14.4, ,14.7,
140,Twitchell Island,San Francisco Bay,4/2/2013,092,254, ,123, ,21.4, ,9.9, ,15.0, ,15.2, ,14.4, ,14.8,
140,Twitchell Island,San Francisco Bay,4/3/2013,093,269, ,131, ,24.6, ,7.9, ,16.2, ,15.3, ,14.4, ,14.8,
140,Twitchell Island,San Francisco Bay,4/4/2013,094,127, ,48, ,19.1, ,10.9, ,14.5, ,15.2, ,14.7, ,14.9,
140,Twitchell Island,San Francisco Bay,4/5/2013,095,236, ,122, ,19.1, ,12.0, ,15.0, ,15.3, ,14.8, ,15.0,
140,Twitchell Island,San Francisco Bay,4/6/2013,096,147, ,65, ,20.2, ,12.0, ,14.8, ,15.2, ,14.8, ,15.0,
140,Twitchell Island,San Francisco Bay,4/7/2013,097,250, ,128, ,18.8, ,9.8, ,14.0, ,15.3, ,14.8, ,15.0,
140,Twitchell Island,San Francisco Bay,4/8/2013,098,300,R,135,R,19.3, ,7.5, ,13.6, ,15.1, ,14.4, ,14.7,
140,Twitchell Island,San Francisco Bay,4/9/2013,099,305,R,131,R,23.6, ,10.4, ,16.6, ,14.8, ,14.2, ,14.5,
140,Twitchell Island,San Francisco Bay,4/10/2013,100,296,R,138,R,28.7, ,8.1, ,19.1, ,15.4, ,14.3, ,14.7,
140,Twitchell Island,San Francisco Bay,4/11/2013,101,357,R,142,R,24.6, ,13.4, ,19.2, ,15.5, ,15.0, ,15.3,
140,Twitchell Island,San Francisco Bay,4/12/2013,102,299, ,144, ,25.7, ,10.7, ,17.1, ,15.7, ,14.7, ,15.2,
140,Twitchell Island,San Francisco Bay,4/13/2013,103,274, ,139, ,22.2, ,11.3, ,15.9, ,19.1, ,14.9, ,16.4,
140,Twitchell Island,San Francisco Bay,4/14/2013,104,305,R,150,R,21.6, ,8.9, ,14.2, ,17.8, ,15.8, ,16.4,
140,Twitchell Island,San Francisco Bay,4/15/2013,105,308,R,154,R,16.8, ,7.8, ,11.6, ,16.2, ,15.2, ,15.5,
140,Twitchell Island,San Francisco Bay,4/16/2013,106,317,R,147,R,19.1, ,5.9, ,13.3, ,15.3, ,14.4, ,14.7,
140,Twitchell Island,San Francisco Bay,4/17/2013,107,318,R,147,R,20.2, ,8.5, ,14.4, ,14.7, ,14.0, ,14.3,
140,Twitchell Island,San Francisco Bay,4/18/2013,108,311, ,148, ,24.1, ,6.4, ,16.3, ,14.9, ,13.9, ,14.3,
140,Twitchell Island,San Francisco Bay,4/19/2013,109,304, ,156, ,27.1, ,6.1, ,17.5, ,15.4, ,14.0, ,14.6,
140,Twitchell Island,San Francisco Bay,4/20/2013,110,318,R,154,R,27.6, ,13.2, ,19.8, ,15.9, ,14.9, ,15.3,
140,Twitchell Island,San Francisco Bay,4/21/2013,111,315, ,156, ,30.0, ,8.3, ,19.7, ,16.1, ,15.0, ,15.5,
140,Twitchell Island,San Francisco Bay,4/22/2013,112,316, ,153, ,30.3, ,10.8, ,21.8, ,16.3, ,15.3, ,15.8,
140,Twitchell Island,San Francisco Bay,4/23/2013,113,331,R,151,R,27.7, ,13.5, ,20.3, ,16.3, ,15.4, ,15.9,
140,Twitchell Island,San Francisco Bay,4/24/2013,114,318, ,161, ,26.5, ,7.7, ,16.3, ,16.2, ,15.4, ,15.8,
140,Twitchell Island,San Francisco Bay,4/25/2013,115,319, ,165, ,19.4, ,10.9, ,14.5, ,16.0, ,15.3, ,15.6,
140,Twitchell Island,San Francisco Bay,4/26/2013,116,314, ,164, ,24.8, ,9.5, ,15.8, ,16.1, ,15.1, ,15.6,
140,Twitchell Island,San Francisco Bay,4/27/2013,117,318, ,165, ,28.4, ,9.6, ,17.6, ,16.5, ,15.4, ,15.9,
140,Twitchell Island,San Francisco Bay,4/28/2013,118,312, ,161, ,31.6, ,10.0, ,20.9, ,17.0, ,15.7, ,16.3,
140,Twitchell Island,San Francisco Bay,4/29/2013,119,322, ,161, ,32.1,Y,16.9,Y,24.5, ,17.4, ,16.4, ,16.9,
140,Twitchell Island,San Francisco Bay,4/30/2013,120,324, ,156, ,27.8, ,12.7, ,21.2, ,17.4, ,16.6, ,17.0,
140,Twitchell Island,San Francisco Bay,5/1/2013,121,334, ,155, ,29.6, ,15.6, ,22.0, ,17.0, ,16.3, ,16.7,
140,Twitchell Island,San Francisco Bay,5/2/2013,122,331, ,158, ,31.8, ,15.1, ,22.7, ,17.2, ,16.1, ,16.6,
140,Twitchell Island,San Francisco Bay,5/3/2013,123,328, ,165, ,32.3, ,10.3, ,22.7, ,17.4, ,16.2, ,16.8,
140,Twitchell Island,San Francisco Bay,5/4/2013,124,333, ,166, ,30.6, ,11.0, ,21.9, ,17.4, ,16.6, ,17.0,
140,Twitchell Island,San Francisco Bay,5/5/2013,125,213, ,112, ,22.8, ,12.1, ,16.5, ,17.3, ,16.5, ,16.9,
140,Twitchell Island,San Francisco Bay,5/6/2013,126,246, ,136, ,23.4, ,11.7, ,17.3, ,17.1, ,16.5, ,16.8,
140,Twitchell Island,San Francisco Bay,5/7/2013,127,294, ,160, ,23.1, ,14.2, ,17.9, ,17.5, ,16.7, ,17.0,
140,Twitchell Island,San Francisco Bay,5/8/2013,128,242, ,127, ,21.4, ,12.3, ,15.5, ,17.5, ,16.9, ,17.2,
140,Twitchell Island,San Francisco Bay,5/9/2013,129,434,R,176,R,23.4, ,12.3, ,18.8, ,17.7, ,16.7, ,17.2,
140,Twitchell Island,San Francisco Bay,5/10/2013,130,328, ,176, ,26.9, ,11.3, ,18.2, ,17.9, ,16.5, ,17.2,
140,Twitchell Island,San Francisco Bay,5/11/2013,131,322, ,176, ,32.8, ,11.3, ,21.9, ,18.7, ,17.0, ,17.7,
140,Twitchell Island,San Francisco Bay,5/12/2013,132,341, ,177, ,29.3, ,11.3, ,21.2, ,18.8, ,17.6, ,18.2,
140,Twitchell Island,San Francisco Bay,5/13/2013,133,347, ,180, ,29.4, ,14.7, ,21.4, ,18.9, ,17.6, ,18.2,
140,Twitchell Island,San Francisco Bay,5/14/2013,134,337, ,177, ,27.1, ,15.3, ,20.6, ,19.0, ,17.9, ,18.4,
140,Twitchell Island,San Francisco Bay,5/15/2013,135,325, ,172, ,22.5, ,11.1, ,17.5, ,18.7, ,17.2, ,17.8,
140,Twitchell Island,San Francisco Bay,5/16/2013,136,299, ,165, ,22.5, ,12.8, ,17.1, ,17.9, ,17.3, ,17.6,
140,Twitchell Island,San Francisco Bay,5/17/2013,137,349, ,183, ,22.3, ,11.5, ,16.1, ,17.8, ,17.1, ,17.5,
140,Twitchell Island,San Francisco Bay,5/18/2013,138,345, ,182, ,25.6, ,11.5, ,18.3, ,18.2, ,17.0, ,17.6,
140,Twitchell Island,San Francisco Bay,5/19/2013,139,358, ,180, ,28.6, ,12.5, ,21.0, ,18.4, ,17.5, ,18.0,
140,Twitchell Island,San Francisco Bay,5/20/2013,140,357, ,181, ,31.5, ,14.7, ,23.6, ,18.8, ,17.7, ,18.2,
140,Twitchell Island,San Francisco Bay,5/21/2013,141,348, ,187, ,23.4, ,11.5, ,17.6, ,18.6, ,17.8, ,18.1,
140,Twitchell Island,San Francisco Bay,5/22/2013,142,363, ,180, ,20.9, ,6.7, ,14.4, ,18.1, ,17.1, ,17.5,
140,Twitchell Island,San Francisco Bay,5/23/2013,143,356, ,184, ,23.2, ,9.3, ,15.6, ,17.8, ,16.9, ,17.3,
140,Twitchell Island,San Francisco Bay,5/24/2013,144,359, ,186, ,23.9, ,9.7, ,16.3, ,18.0, ,17.0, ,17.5,
140,Twitchell Island,San Francisco Bay,5/25/2013,145,331, ,182, ,22.7, ,7.8, ,15.6, ,17.9, ,16.9, ,17.4,
140,Twitchell Island,San Francisco Bay,5/26/2013,146,313, ,175, ,22.9, ,12.8, ,17.0, ,18.1, ,17.2, ,17.6,
140,Twitchell Island,San Francisco Bay,5/27/2013,147,146, ,66, ,18.9, ,12.4, ,15.6, ,17.9, ,17.3, ,17.5,
140,Twitchell Island,San Francisco Bay,5/28/2013,148,294, ,169, ,24.0, ,14.1, ,18.2, ,18.7, ,17.3, ,17.7,
140,Twitchell Island,San Francisco Bay,5/29/2013,149,305, ,176, ,24.5, ,14.7, ,18.8, ,19.1, ,18.1, ,18.5,
140,Twitchell Island,San Francisco Bay,5/30/2013,150,326, ,180, ,27.2, ,12.7, ,19.3, ,19.3, ,18.1, ,18.7,
140,Twitchell Island,San Francisco Bay,5/31/2013,151,341, ,184, ,32.4, ,11.9, ,23.0, ,19.6, ,18.3, ,18.9,
140,Twitchell Island,San Francisco Bay,6/1/2013,152,319, ,175, ,34.5, ,17.0, ,25.4, ,20.3, ,18.8, ,19.5,
140,Twitchell Island,San Francisco Bay,6/2/2013,153,335, ,185, ,32.1, ,16.7, ,23.7, ,20.6, ,19.4, ,20.0,
140,Twitchell Island,San Francisco Bay,6/3/2013,154,332, ,186, ,25.4, ,13.4, ,18.6, ,20.4, ,19.5, ,19.9,
140,Twitchell Island,San Francisco Bay,6/4/2013,155,324, ,183, ,22.7, ,12.8, ,16.7, ,19.9, ,18.6, ,19.1,
140,Twitchell Island,San Francisco Bay,6/5/2013,156,333, ,188, ,26.3, ,12.0, ,17.5, ,19.0, ,18.0, ,18.5,
140,Twitchell Island,San Francisco Bay,6/6/2013,157,334, ,187, ,29.1, ,11.9, ,19.2, ,19.2, ,17.9, ,18.5,
140,Twitchell Island,San Francisco Bay,6/7/2013,158,340, ,190, ,36.0, ,12.7, ,24.5, ,20.0, ,18.4, ,19.0,
140,Twitchell Island,San Francisco Bay,6/8/2013,159,339, ,189, ,38.4, ,15.7, ,27.0, ,21.1, ,19.5, ,20.1,
140,Twitchell Island,San Francisco Bay,6/9/2013,160,309, ,178, ,22.2, ,14.3, ,17.0, ,20.8, ,19.9, ,20.2,
140,Twitchell Island,San Francisco Bay,6/10/2013,161,263, ,145, ,22.6, ,13.9, ,17.2, ,19.9, ,19.3, ,19.6,
140,Twitchell Island,San Francisco Bay,6/11/2013,162,281, ,170, ,26.2, ,15.5, ,21.9, ,20.3, ,19.2, ,19.9,
140,Twitchell Island,San Francisco Bay,6/12/2013,163,360, ,187, ,28.3, ,15.0, ,20.9, ,20.6, ,19.4, ,19.9,
140,Twitchell Island,San Francisco Bay,6/13/2013,164,356, ,188, ,28.5, ,13.3, ,20.6, ,20.6, ,19.4, ,20.0,
140,Twitchell Island,San Francisco Bay,6/14/2013,165,362, ,189, ,30.9, ,14.7, ,23.0, ,20.7, ,19.6, ,20.1,
140,Twitchell Island,San Francisco Bay,6/15/2013,166,356, ,190, ,28.8, ,10.6, ,19.7, ,20.7, ,19.3, ,20.0,
140,Twitchell Island,San Francisco Bay,6/16/2013,167,352, ,188, ,28.7, ,14.5, ,21.0, ,20.7, ,19.6, ,20.1,
140,Twitchell Island,San Francisco Bay,6/17/2013,168,353, ,191, ,26.8, ,14.8, ,19.8, ,20.6, ,19.6, ,20.1,
140,Twitchell Island,San Francisco Bay,6/18/2013,169,351, ,194, ,23.1, ,13.6, ,17.5, ,20.4, ,19.5, ,20.0,
140,Twitchell Island,San Francisco Bay,6/19/2013,170,353, ,193, ,25.5, ,12.2, ,18.5, ,20.3, ,19.1, ,19.7,
140,Twitchell Island,San Francisco Bay,6/20/2013,171,350, ,191, ,27.7, ,13.3, ,20.2, ,20.5, ,19.3, ,19.9,
140,Twitchell Island,San Francisco Bay,6/21/2013,172,344, ,192, ,30.2, ,13.6, ,21.8, ,20.8, ,19.5, ,20.1,
140,Twitchell Island,San Francisco Bay,6/22/2013,173,344, ,191, ,32.3, ,15.0, ,23.7, ,21.0, ,19.8, ,20.4,
140,Twitchell Island,San Francisco Bay,6/23/2013,174,189, ,98, ,22.8, ,15.6, ,18.7, ,20.9, ,20.0, ,20.3,
140,Twitchell Island,San Francisco Bay,6/24/2013,175,102, ,38, ,19.5, ,15.3, ,17.1, ,20.3, ,19.8, ,20.0,
140,Twitchell Island,San Francisco Bay,6/25/2013,176,200, ,102,Y,26.2, ,16.4, ,20.0, ,20.7, ,19.5, ,20.0,
140,Twitchell Island,San Francisco Bay,6/26/2013,177,336, ,194, ,29.1, ,16.2, ,22.5, ,21.4, ,20.0, ,20.6,
140,Twitchell Island,San Francisco Bay,6/27/2013,178,340, ,194, ,33.9, ,17.3, ,25.0, ,22.2, ,20.7, ,21.4,
140,Twitchell Island,San Francisco Bay,6/28/2013,179,337, ,192, ,36.9, ,18.9,Y,28.8, ,23.0, ,21.4, ,22.1,
140,Twitchell Island,San Francisco Bay,6/29/2013,180,342, ,193, ,39.3,Y,21.8,R,29.8, ,23.4, ,22.1, ,22.6,
140,Twitchell Island,San Francisco Bay,6/30/2013,181,335, ,190, ,36.8, ,21.8,R,28.6, ,23.8, ,22.8, ,23.3,
140,Twitchell Island,San Francisco Bay,7/1/2013,182,319, ,188, ,37.7, ,20.3,Y,28.0, ,24.0, ,22.9, ,23.4,
140,Twitchell Island,San Francisco Bay,7/2/2013,183,292, ,168, ,36.9, ,19.3,Y,28.2, ,24.1, ,23.3, ,23.7,
140,Twitchell Island,San Francisco Bay,7/3/2013,184,315, ,181, ,36.7, ,17.4, ,26.8, ,23.9, ,23.0, ,23.5,
140,Twitchell Island,San Francisco Bay,7/4/2013,185,313, ,179, ,36.8, ,21.9,R,29.5, ,24.0, ,23.2, ,23.6,
140,Twitchell Island,San Francisco Bay,7/5/2013,186,397,R,175,R,27.7, ,14.9, ,22.4, ,23.4, ,22.9, ,23.2,
140,Twitchell Island,San Francisco Bay,7/6/2013,187,337, ,191, ,28.4, ,13.9, ,20.2, ,23.2, ,22.0, ,22.6,
140,Twitchell Island,San Francisco Bay,7/7/2013,188,341, ,192, ,31.7, ,13.4, ,20.7, ,22.8, ,21.6, ,22.2,
140,Twitchell Island,San Francisco Bay,7/8/2013,189,342, ,191, ,32.2, ,13.4, ,21.5, ,22.7, ,21.4, ,22.1,
140,Twitchell Island,San Francisco Bay,7/9/2013,190,335, ,189, ,36.0, ,13.5, ,24.5, ,22.9, ,21.5, ,22.2,
140,Twitchell Island,San Francisco Bay,7/10/2013,191,325, ,175, ,32.3, ,14.0, ,22.7, ,22.8, ,21.8, ,22.3,
140,Twitchell Island,San Francisco Bay,7/11/2013,192,342, ,193, ,28.5, ,12.1, ,19.2, ,22.4, ,21.2, ,21.8,
140,Twitchell Island,San Francisco Bay,7/12/2013,193,337, ,190, ,28.9, ,12.8, ,19.8, ,22.2, ,21.0, ,21.6,
140,Twitchell Island,San Francisco Bay,7/13/2013,194,340, ,190, ,32.6, ,11.6, ,22.1, ,22.2, ,20.9, ,21.6,
140,Twitchell Island,San Francisco Bay,7/14/2013,195,335, ,185, ,31.1, ,12.9, ,21.5, ,22.1, ,21.0, ,21.6,
140,Twitchell Island,San Francisco Bay,7/15/2013,196,222, ,122, ,25.8, ,12.2, ,17.5, ,21.9, ,20.8, ,21.3,
140,Twitchell Island,San Francisco Bay,7/16/2013,197,276, ,158, ,22.5, ,13.4, ,17.3, ,21.3, ,20.4, ,20.8,
140,Twitchell Island,San Francisco Bay,7/17/2013,198,280, ,159, ,30.0, ,13.5, ,20.5, ,21.5, ,20.3, ,20.8,
140,Twitchell Island,San Francisco Bay,7/18/2013,199,282, ,160, ,32.7, ,13.4, ,22.0, ,21.8, ,20.6, ,21.1,
140,Twitchell Island,San Francisco Bay,7/19/2013,200,274, ,156, ,33.5, ,13.3, ,22.7, ,21.9, ,20.7, ,21.3,
140,Twitchell Island,San Francisco Bay,7/20/2013,201,261, ,148, ,33.2, ,14.0, ,22.5, ,22.0, ,20.9, ,21.5,
140,Twitchell Island,San Francisco Bay,7/21/2013,202,263, ,149, ,31.2, ,13.7, ,21.2, ,21.9, ,21.0, ,21.5,
140,Twitchell Island,San Francisco Bay,7/22/2013,203,193, ,103, ,29.1, ,14.3, ,20.8, ,21.7, ,20.9, ,21.3,
140,Twitchell Island,San Francisco Bay,7/23/2013,204,171, ,81, ,28.9, ,18.4,Y,23.3, ,21.5, ,21.0, ,21.3,
140,Twitchell Island,San Francisco Bay,7/24/2013,205,278, ,156, ,33.1, ,17.7, ,24.7, ,21.9, ,20.9, ,21.3,
140,Twitchell Island,San Francisco Bay,7/25/2013,206,281, ,159, ,31.3, ,17.7, ,23.7, ,22.0, ,21.2, ,21.6,
140,Twitchell Island,San Francisco Bay,7/26/2013,207,292, ,166, ,31.2, ,14.1, ,21.6, ,21.9, ,21.0, ,21.5,
140,Twitchell Island,San Francisco Bay,7/27/2013,208,293, ,167, ,28.4, ,13.7, ,20.1, ,21.8, ,20.9, ,21.4,
140,Twitchell Island,San Francisco Bay,7/28/2013,209,294, ,167, ,27.1, ,13.4, ,18.7, ,21.6, ,20.8, ,21.2,
140,Twitchell Island,San Francisco Bay,7/29/2013,210,285, ,164, ,23.8, ,13.2, ,17.2, ,21.3, ,20.4, ,20.8,
140,Twitchell Island,San Francisco Bay,7/30/2013,211,286, ,162, ,27.7, ,12.9, ,18.9, ,21.1, ,20.2, ,20.6,
140,Twitchell Island,San Francisco Bay,7/31/2013,212,297, ,167, ,27.8, ,13.1, ,19.8, ,21.0, ,20.2, ,20.6,
140,Twitchell Island,San Francisco Bay,8/1/2013,213,305, ,170, ,27.0, ,13.7, ,20.4, ,21.0, ,20.1, ,20.5,
